"University students now study EMOJIS in degree courses including language, marketing, psychology and politics",James Gant For Mailonline,2019-11-19T00:00:00Z,International,,News,845,study university include king college edinburgh cardiffemoijs popularity pose question future communication expert sayin politic key part party social medium strategy ahead electiondr philip seargeant 49 say first meet eyeuniversity student study emoji part course language marketing psychology even politic king college london edinburgh cardiff among lead institution include cartoon course also wide use politic form key part party social medium strategy ahead general election next month popularity emoji use across globe pose question future communication expert say dr philip seargeant 49 write emoji revolution teach pupil symbol introduction language module open university say emoji incredibly popular study see bit frivolous childish moral panic around emoji ruin way child learn ruin language perennial worry new form language concern texte 10 year ago increasingly actual research go university emoji develop serious area study lot different area first meet eye dr seargeant say psychologist study emoji communication academic look symbol marketing student teach us future language also affect identity politic symbol use serious form communication dr seargeant say public mourning tragedy lot people use emoji express feeling politicians use specific thing robert mugabe die son post emoji emoji ruin english language emoji may fun form communication destroy english language recent study google reveal smiley face love heart thumb cartoon icon rather word preferred method communication teenager consider bad offender regard decline grammar punctuation third british adult believe emoji reason deterioration proper language usage accord study commission google site youtube two thousand adult age 16 65 ask view 94 per cent reckon english state decline 80 per cent cite youngster bad offender common error make brit spell mistake  follow closely apostrophe placement  misuse comma  half british adult confident command spelling grammar study also find furthermore around three quarter adult rely emoji communicate addition dependence predictive text spell check use emoji seep culture extent oxford dictionary word year 2015 actually word face tears emoji show influential little graphic image become first use japanese mobile phone company late 1990 express emotion concept message simple graphic way way express emotion online write language important modern politic dr seargeant say political party likely use emoji ever december election conservatives use tick symbol highlight propose policy boris johnson post brexit police officer money nhs emoji front topic labour use emoji encourage people register vote repost party campaign image dr seargeant say emoji part write campaign literature also use visual message lot candidate video campaign trail emoji use add message along meme instagram story definitely see move election visual shorthand way communicating people far literate emoji exist 20 year decade use japan currently 3178 official emoji 2010 625they strictly regulate big tech company release annual batch late release last month include non binary version human emoji emoji unlike form language control little group corporation different language,MailOnline
Unleashing legal assault on big tech,Kevin Roose,2018-05-31T00:00:00Z,U.S. Federal,,News,157,,III Abstracts
Unleashing Legal Assault On Big Tech,By KEVIN ROOSE,2018-05-31T00:00:00Z,U.S. Federal; New York,,News,1327,midnight last friday european union long await new data protection rule know general data protection regulation officially kick forty eight minute later facebookand googlegot first taste troublesome new european privacy regime could 1248 brussels time austrian privacy advocacy group file first four complaint silicon valley tech giant nonprofit organization noyb short none business claim googleand facebook along two facebook subsidiary whatsapp instagram fail give european user specific control use datum violation new rule complaint file france belgium germany austria ask regulator impose fine much 43 billion google parent company alphabet 15 billion facebook instagram whatsapp roughly 4 percent company 2017 revenue maximum penalty allow gdpr even cash flush tech giant would painful check write architect noyb campaign max schrems 30 austrian lawyer make career hound american tech giant data collection practice several year ago still law school mr schrems take facebookwith series legal complaint claim social network violate european datum protection law later mr schrems successfully challenge safe harbor policy let tech company store datum europeans united states case send shock wave tech industry make hero among digital privacy hawk edward snowden whistle blower activist declare mr schrems change world well speak mr schrems monday several day start new privacy crusade say timing late volley mainly symbolic organization prepare complaint facebookand googlefor month substance real important point first day compliant mr schrems tell facebookand google say fundamentally try ignore redefine new european law force user consent wide range datum collection without tell exactly datum would use case absolutely win add tech company never think europe datum collection rule would painless may anticipate chaos unfurl last week lawyer rush tease apart law complication company barrage people message new gdprcompliant privacy policy country also look establish european style privacy regulation potential impact gdpr across globe turn feed frenzy ambitious lawyer lobbyist activist kind crowdsourced rule make process ultimately determine new rule enforce already fallout gdpr digital medium advertising industry new rule cause several american publication shut european user market certain invasive type digital advertising dry face prospect stiff penalty small american tech company throw hand stop serve europe altogether global company facebookand googledont option cut continent statement company defend datum collection practice say fully comply new european regulation prepare past 18 month ensure meet requirement gdpr erin egan facebook chief privacy officer say statement make policy clear privacy setting easy find introduce well tool people access download delete information google spokesman al verney say build privacy security product early stage commit comply eyou general data protection regulation core mr schrems complaint question whether tech company give people realistic choice datum collect use like many company facebookand google develop android mobile operating system prompt user last week accept new term service explain datum collection particular facebookmember decline accept new term unable log account android user agree new term effect lock phone mr schrems say nothing privacy policy violate gdpr requirement consent particularize freely give comply law say large tech platform need give privacy conscious user option share certain type datum realistically mr schrems say go walk away friend facebook opponent gdpr say law could end backfire make hard small company tend huge team european legal expert disposal compete american tech giant could mean european user require pay certain internet service offset reduced advertising revenue  bad case scenario could turn europe kind technological dead zone place influential american tech company simply refuse tread mr schrems shrug concern european market lucrative company like googleand facebookto abandon say believe social network search engine would suffer unduly force judicious collect fine grain datum people purpose sell ad still make lot money without microtargete say mr schrems quest far finish regulator could decide pursue investigation expensive litigation could drag year silicon valley company furiously add lobbyist try influence nascent rule make process type complaint succeed entirely crazy think could give current antipathy toward american tech giant satisfaction european official might take kneecap could watershed moment large tech company massive fine case would pretty significant repercussion say courtney bowman lawyer firm proskauer rose specialize international privacy law would strong signal eyou authority law book go enforce say whether facebookand googleend pay billion dollar fine clear gdpr already introduce new scary variable silicon valley privacy calculation tech giant know privacy wonk like mr schrems watch move carefully probe opening file complaint undoubtedly need think twice add new privacy invade feature control information information age mr schrems say power stuff email kevin roose kevinroosenytimescom follow facebookat facebookcomkevinroose twitter kevinroose,The New York Times
Unleash the power of Open Digital Ecosystems,,2020-09-23T00:00:00Z,International,,News,823, framework help realise full measure vision thriving well govern digital india india rapidly digitise many us digital life important physical life digital infrastructure add new foundation complement physical infrastructure address india economic social development need fast well cheap population scale today digital platform technology infrastructure share government private sector entity leverage create new solution enhance citizen experience national digital health mission announce prime minister envision open digital ecosystem healthcare telemedicine e pharmacy hospital service deliver inter operable tech platform use personal health record health facility information open digital ecosytems  framework approach design digital infrastructure realise full potential infrastructure minimise risk possible harm framework three layer analogous think physical infrastructure first tech layer actual infrastructure digital infrastructure highway tech platform india coalesce around share understanding tech platform need modular open api open source interoperable second layer governance rule game institution uphold issue similar physical infrastructure responsible create maintain infrastructure government private sector ppp mechanism pay service government user need regulator recourse case harm like speed limit road safety aviation security norm issue relate data privacy security digital world need address third layer community engagement community refer entrepreneur builder ensure infrastructure actually get use solution build top also refer tech developer civil society organisation engage ensure continuous improvement hold government account see crucial role civil society medium play aadhaar healthy debate democracy lead fundamental right privacy enshrine constitution legal guardrail aadhaar may use india pioneer first layer digital infrastructure aadhaar india stack powerful example digital highway vision enable traffic kind service ride atop one first develop country population scale digital identity build low cost digital payment infrastructure covid pandemic make us dependent ever digital infrastructure service application top pandemic government able transfer rs37000 crore directly bank account 16 crore citizen use india digital infrastructure initial phase india initial phase journey governance community layer important tech layer pandemic starkly reveal limitation digital platform many section population exclude world also realise potential harm concentration datum hence power big tech platform critical issue like privacy individual control personal datum well security sovereignty datum hotly debate globally india issue even critical state digital platform since many people depend basic service example registry digital health record every individual powerful tool access right healthcare however without stringent measure protect individual agency use record also exploit decentralised architecture datum registry important mitigation measure privacy security measure like purpose limitation tokenisation encryption transparency protect user help build trust digital ecosystem estimate 2030 10 high potential national ode sector like health agriculture justice etc collectively create new value around 500 billion  55 per cent gdp saving around 200 billion  covid19 ode approach become even relevant healthcare also area employment education social protection writer managing director omidyar network india,Business Line
Unleash the power of Open Digital Ecosystems,Roopa Kudva,2020-09-23T00:00:00Z,U.S. Federal,,News,837,sep 23 2020  framework help realise full measure vision thriving well govern digital india india rapidly digitise many us digital life important physical life digital infrastructure add new foundation complement physical infrastructure address india economic social development need fast well cheap population scale today digital platform technology infrastructure share government private sector entity leverage create new solution enhance citizen experience national digital health mission announce prime minister envision open digital ecosystem healthcare telemedicine e pharmacy hospital service deliver inter operable tech platform use personal health record health facility information open digital ecosytems  framework approach design digital infrastructure realise full potential infrastructure minimise risk possible harm framework three layer analogous think physical infrastructure first tech layer actual infrastructure digital infrastructure highway tech platform india coalesce around share understanding tech platform need modular open api open source interoperable second layer governance rule game institution uphold issue similar physical infrastructure responsible create maintain infrastructure government private sector ppp mechanism pay service government user need regulator recourse case harm like speed limit road safety aviation security norm issue relate data privacy security digital world need address third layer community engagement community refer entrepreneur builder ensure infrastructure actually get use solution build top also refer tech developer civil society organisation engage ensure continuous improvement hold government account see crucial role civil society medium play aadhaar healthy debate democracy lead fundamental right privacy enshrine constitution legal guardrail aadhaar may use india pioneer first layer digital infrastructure aadhaar india stack powerful example digital highway vision enable traffic kind service ride atop one first develop country population scale digital identity build low cost digital payment infrastructure covid pandemic make us dependent ever digital infrastructure service application top pandemic government able transfer r 37000 crore directly bank account 16 crore citizen use india digital infrastructure initial phaseindia initial phase journey governance community layer important tech layer pandemic starkly reveal limitation digital platform many section population exclude world also realise potential harm concentration datum hence power big tech platform critical issue like privacy individual control personal datum well security sovereignty datum hotly debate globally india issue even critical state digital platform since many people depend basic service example registry digital health record every individual powerful tool access right healthcare however without stringent measure protect individual agency use record also exploit decentralised architecture datum registry important mitigation measure privacy security measure like purpose limitation tokenisation encryption transparency protect user help build trust digital ecosystem estimate 2030 10 high potential national ode sector like health agriculture justice etc collectively create new value around 500 billion  55 per cent gdp saving around 200 billion  covid19 ode approach become even relevant healthcare also area employment education social protection writer managing director omidyar network india,Newstex Blogs
'Unlicensed' Naver becomes threat to brokerages,"By Jun Ji-hyeAndaz Seoul Gangnam Launches GRAB & GO Service Andaz Seoul Gangnam, a lifestyle hotel brand of Hyatt International, announced the launch of its Spanish Tapas Counter to offer a variety of Spanish tapas and beverages at reasonable prices on weekends.The GRAB & GO service at the restaurant Jogakbo aims to provide contactless service to minimize direct contact and reduce the dangers of virus contamination. The chef has prepared five 'dishes' for the event - The Andaz burger, a beef patty with cheddar cheese and cucumber; the Andaz panini BLT, made with pork belly, bacon with soybean chili paste mayonnaise and garlic; the chicken avocado sourdough sandwich, made of chicken breast marinated with lemon garlic and topped with avocado; the smoked salmon cream cheese wrap; and the grilled halloumi and mushroom wrap. All selections are served in a to-go package with French fries. A family set for three to four people is also available. Guests can select two items from the above GRAB & GO menu, and chicken tenders, sliced fruit, a garden salad and condiments are included. The Grab & Go service is available from 11:30 a.m. to 8:30 pm. every day, and the price ranges from 14,000 won ($12) to 20,000 won. The family set is 50,000 won. Grand InterContinental Seoul Parnas presents afternoon tea The Lobby Lounge, located on the ground floor of Grand InterContinental Seoul Parnas, is presenting Royal High Tea reminiscent of the sentimental atmosphere of autumn through Nov. 30. This season's High Tea comes with caviar, truffle and foie gras, the world's top three delicacies, alongside various High Tea treats made from seasonal local ingredients, including fig, chestnut, date, apple and ripe persimmon. Desserts from the hotel's head pastry chef Eric Kalaboke and nutrition-packed savory dishes made from healthy ingredients will be presented. The upgraded menu features flavorful and exquisite dishes made from the world's most renowned three delicacies, including caviar-topped lemon pavlova, truffle chou and scone, brioche served with foie gras and truffle-infused mian bao xia with its rich taste. The Lobby Lounge is one of the hotel's iconic spaces as it combines the scale of grand European architecture with Asian elegance and features a three-floor-tall ceiling and an open view. 'As the Lobby Lounge boasts grammable, gorgeous features and offers eleven types of tea foods available at reasonable prices, our Royal High Tea has been gaining in popularity among customers,' said the manager of the Lobby Lounge. 'We also provide reduced rates for online reservations, preferred by younger patrons, and it is one of the reasons we have been able to successfully deliver customer satisfaction.'The Royal High Tea provides famous tea varieties from prestigious American tea brand Steven Smith Teamaker as tea options. Steven Smith is a master of tea, often dubbed 'the tea shaman.' He created sixty types of popular drinks including the Tazo brand of Starbucks. The Royal High Tea from The Lobby Lounge is available from 2 p.m. to 5 p.m. throughout the week at 75,000 won for two. Reservations and payments made through Naver Pay are eligible for a 15-percent discount in September. Park Hyatt Seoul unveils luxury Chuseok gift set selection Park Hyatt Seoul is offering a selection of luxury gift sets available through Oct. 1 from second-floor Italian restaurant Cornerstone as Chuseok, Korea's traditional harvest festival and time of thanksgiving, is approaching.This year's sets are created exclusively from hotel guests' best-loved signature items, with highlights including Cornerstone's signature fresh meat set.Gift set prices range from 140,000 won to 450,000 won, with a wide selection available. The Cornerstone signature meat set features premium cuts of the finest beef including chuck tail flap, rib eye, tenderloin and striploin, as well as whole peppercorns perfect for highlighting the tender texture and unmatched beef flavors. Each cut is elegantly presented in a box decorated with striking traditional Korean patterns, making the ideal choice for those in search of a truly special Chuseok gift. Orders can be placed with Cornerstone by telephone or email.",2020-09-03T00:00:00Z,U.S. Federal; International,,News,584,information foreign stock see naver mobile app courtesy naverby park jae hyuknaver apparently frightening small medium sized security firm continuous attempt strengthen investment relate service accord industry official wednesday local brokerage fear could become subordinate giant tech firm avoid strict financial regulation brokerage license use platform datum attract retail investor start august 11 naver mobile app offer business information apple tesla 22000 stock list chinese japanese hong kong vietnamese stock market plan offer information european stock market near future collaboration global research firm morningstar naver also offer forecast 150 major stock market continue provide retail investor various service include message board shareholder list korean firm however analysis foreign stock korean investor previously provide domestic security firm home trading system research center foreign mobile app investingcom naver late enhancement service coincide grow popularity invest stock include foreign offering market become volatile aftermath covid19 pandemic offer depth analysis foreign stock addition price information become valuable investment guide customer naver official say naver pay mobile payment service tech firm allow user check brokerage account hold register accredit certificate naver website user also categorize asset accord account stock addition naver mobile app notify user stock reach target price set want trade directly connect brokerage firm mobile trading system use naver app industry official regard naver recent move part attempt become lead fintech company security sector without acquire brokerage license contrast naver rival kakao receive brokerage license launch kakao pay securities launch naver pay 2015 naver spin naver financial november last year since naver carry various brokerage relate business collaboration mirae asset acquire 30 percent stake naver financial 800 billion win  investment although mirae asset say would focus create synergy effect collaboration naver small medium sized brokerage concern leave behind tech giant domestic security firm may compete choose naver partner local brokerage firm official say condition anonymity amid grow concern financial authority decide organize consultative body coexistence big tech fintech conventional financial firm late august early september form organization comprise representative financial firm fintech firm financial regulator academia financial services commission chairman eun sung soo say august 12,Korea Times
Unlike,Derek Scally,2018-04-03T00:00:00Z,U.S. Federal,,News,1041,apr 03 2018  facebook datum security policy long go unchallenged european regulator part company european headquarters ireland country permissive attitude data privacy might change soon reuters stephen lamexpectations low germany new federal justice minister haul facebook executive explain late datum scandal even standard clear social medium giant deliver katarina barley go press march 26 meeting berlin facebook admit abuse excess past give assurance measure take since prevent happen say promise enough future regulate company like facebook much strictly facebook one make empty promise politician across europe astir indignation mutter empty threat since cambridge analytica admit information buy facebook user use influence 2016 us presidential election company buy datum illegally developer personality app quiz user determine personality political leaning 2014 facebook default setting allow app instal one facebook user scrape datum user friend without inform ask explicit permission cambridge analytica brag coup since donald trump elect take company whistleblower make clear extent manipulation consequence data trading become clear facebook claim shock shockedby happen catch reality facebook shocked catch walk eye open allow problematic datum collection via third party app earn money process data collect app developer know could control get away well current eu law germany federal justice minister investigate consumer law breach involve facebook ability police facebook datum breach even happen germany barley say meeting affect 130000 european facebook user facebook tech giant international headquarters ireland front line responsibility police fall irish datum protection regulator  year dpc face accusation german authority sit hand heated polarized argument much interpretation law date back facebook even invent crucial cultural norm misunderstanding germany robust datum protection rule privacy culture product bitter experience surveillance first gestapo stasi ireland much loose attitude privacy datum protection similar british us perspective irish dpc reflection status quo eu datum regulation mean irish philosophy prevail since 2011 ireland regulator investigate facebook operation europe follow complaint file austrian privacy campaigner max schrem company operate outside eu law take case european court justice luxembourg win force eu close problematic transatlantic datum transfer channel 2011 complaint irish dpc schrems also flag illegal facebook app practice pull datum user facebook friend facebook maintain contract developer forbid onward sale disclosure datum third party without user consent dismiss worthless one know sure behind app one know happen data collect say schrems could disappear another country end use cambridge analytica show election campaign ask question ask schrems concern facebook claim back 2011 user agree share datum app friend profile concept third party consent irish regulator flag problematic order change back 2011 2012 still know dpc view practice illegal indeed whole three year first complaint facebook restrict third party consent sharing datum social network update platform ask irish dpc take long hear lot consensual audits effective datum protection regulation require iterative approach kind talk drive german datum regulator distraction prefer stop problematic practice first ask question later year pan eu frustration could come end may new eu datum protection rule come force irish regulator remain frontline regulator facebook twitter google base dublin new rule book know general data protection regulation  foresee great leeway act huge fine regulation breach german green mep jan philipp albrecht push gdpr european parliament say new rule increase pressure irish dpc explain partner agency eu member state regulate regulate big tech company territory fail make convincing case albrecht say lead quickly outside control irish regulator albrecht datum protection veteran eu regime rein facebook datum breach national politician regulatory body albrecht add one happy irish regulator gdpr expect apply common rule quickly consequentially,Newstex Blogs
Unlikely Allies Join Fight To Protect Free Speech On The Internet,Laura Sydell,2017-08-23T00:00:00Z,U.S. Federal; Illinois; Virginia,,News,626,follow violence charlottesville virginia silicon valley tech firm remove far right group search result cut website choke ability raise money online move leader far right calling government step regulate company strange bedfellow many liberal also call regulation company far right richard spencer people would find spencer political view reprehensible white supremacist would ultimately support homeland white people spencer say think ethnically racially define political order legitimate donald trump elect president spencer get press speech give alt right conference shout hail trump hail people hail victory member audience give nazi salute first amendment inspire spencer also speaker white supremacist rally charlottesville wake violence occur daily stormer online neo nazi publication block series major tech company domain name take away godaddy google stop link facebook take link article publish use paypal anymore getting kick facebook youtube paypal whatever effectively lose ability speak spencer say actually powerful form censorship government censor companie like google facebook cover first amendment apply federal government spencer feel company large government need step broadcasting spencer say otherwise freedom speech free speech platform 21st century say go regulate 20th century way express loath regulate 21st century one much relevant much vitalspencer unlikely ally robert mcchesney communication professor university illinois describe democratic socialist write book threat fascism think richard spencer would agree hardly anything say issue whether company able control hear think principle together americans across political spectrum right google 80 percent online search market accord net market share google facebook combine 77 percent online ad market 79 percent americans internet facebook account accord pew research research show facebook google change algorithm slightly put different type story affect way people think world mcchesney say internal research demonstrate private company reveal algorithm change make currently many americans may agree choice censor richard spencers world mcchesney say might always affect group people like stop turn around say well like people advocate gay right like people advocate worker right saysthat question lead alt right leader spencer leave lean professor mcchesney call government step,NPR All Tech Considered
'Unlimited' data deals get new ASAI probe,Adrian Weckler,2019-09-01T00:00:00Z,International,,News,284,head advertising standards authority ireland  indicate mobile broadband firm use word unlimited datum service hide limit may soon change policy orla twomey say ad regulator get complaint issue see feel current telecom firm policy consistent meaning word unlimited could possibly disagree issue address area say refer operator penalise user mobile broadband service exceed hide datum limit call unlimited service country big operator advertise unlimited service limit describe fair use bury term condition number eir customer recently complain charge  100 exceed hide oneterabyte monthly limit unlimited plan operator claim right throttle user service slow considerably longer consider high speed however twomey deny issue black white one think element grey say think go affect people see mislead speak big tech show full interview available website podcast section current asai rule allow telecom operator claim service unlimited hidden limit affect less 1pc user fair use condition identify telecom regulator com reg consumer watchdog ccpc claim solely asai matter,Sunday Independent (Ireland)
Unlockd falls in face of Google threat and enters administration,Paul Smith,2018-06-12T00:00:00Z,U.S. Federal; International,,News,993,one australia fast grow technology startup unlockd go voluntary administration blame anti competitive conduct us tech giant google inability access funding need survive unlockd raise 60 million external funding two year include wealth big name backers among investor however plan initial public offering australian securities exchange scupper april reveal attempt source new external funding bankroll ongoing operation unable board meeting tuesday decision take go administration company say work mcgrath nicol look option regard investment potential acquisition rapid growth unlockd expand rapidly asia technology solution allow mobile operator put advertising phone view upon unlocking order subsidise plan also expand offering non advertising content however despite appear world foot month ago already come negative scrutiny google headquarters google say unlockd app violate term use play store admob network account 80 per cent unlockd advertising inventory intend pull plug unlockd us tech giant try reverse decision win ruling uk high court federal court australia prevent google immediately carry threat submission australian court must know unlockd commercial viability depend platform say 87 per cent ad appear unlockd app come admob 120000 activation unlockd flybuys app australia download play store anti competitive conduct statement issue investor staff unlockd say despite significant judgement show serious issue try google action serious ramification business valuation leave unable secure capital expect replace lose ipo fund describe google action example anti competitive conduct toward innovative start may pose future threat position market unlockd launch 2016 clear vision change way people use pay digital device revolutionary platform fundamentally change way people interact world advertising return value user exchange attention way google big tech company unlockd statement say wide reach change bring prevent company like google abuse dominant market position consumer innovation continue suffer dispute google unlockd kind issue fear ahead accc investigate inquiry closely watch regulator around world assess whether technology giant exercise market power commercial dealing detriment consumer medium advertiser aside mr murdoch big name backer unlockd include peter gammell margaret jackson citibank australia chairman sam mostyn catch day founder hezi gabby leibovich early year co founder matt berriman stand aside chief executive tell australian financial review decision take unlockd voluntary administration difficult would result staff lose job found business global vision share incredible team staff shareholder partner market value business 170 million plus mr berriman say sad day see vision jeopardy due series threat subsequent action dominant company look stamp competition founder attest business us mr berriman say currently plan change legal proceeding google unlockd would also consider option relation damage google despite unlockd appear one promising star rapidly grow australian technology startup sector company trouble highlight difficult establish disruptive new global company news google move unlockd first reveal one australia successful tech venture capitalist craig blair airtree ventures warn local startup put survival risk rely heavily ecosystem exist global tech giant like google apple facebook amazon great company figure use platform growth enhancer core build strong native business connect directly consumer mr blair say get hook addictive alluring promise platform drive growth suffer painful withdrawal symptom rule change heroin start land,AFR Online
Unlockd founder aids US in Google fight;Exclusive,Paul Smith,2019-07-29T00:00:00Z,U.S. Federal; International,,News,755,founder high fly advertising technology company kill google ban app platform play active role us department justice antitrust investigation online giant say friday accc report offer good start local regulator take tough stance anti competitive behaviour matt berriman company unlockd verge 200 million initial public offering last year google ban app platform claim bid crush potential compete mobile advertising revenue company subsequently collapse administration australian competition consumer commission single case 619page digital platforms inquiry report friday chapter evaluate international evidence digital platform engage anti competitive leverage behaviour mr berriman tell australian financial review weekend see plenty like accc report believe us action recently announce us justice department antitrust investigation whether tech giant harm competition suppress innovation would lasting impact accc report already prove one major point google deny long time say substantial market power one thing deny recently 12 month ago uk high court case unlockd say first scan report step forward would concern  sundar pichai mark zuckerberg tiny country scheme thing fine small last week see facebook get fine us5 billion share price go google announce 918 billion profit last quarter alone australian fine hundred million range would touch side would see cost business accc report say concern like google facebook misuse market power within advertising market cite unlockd range case make unreasonably difficult potential rival business platform control include australian company dialogue consulting commence legal proceeding facebook april service schedule instagram facebook post ban facebook way say contravene australian consumer law allegation concern local andor overseas conduct go beyond advertising market examine inquiry illustrate potential market affect accc report say google facebook also strong history expand related market example instagram recent entry online shopping  facebook entry job dating service google entry flight hotel result likely risk digital platform leverage market power one market another increase future report list example facebook favour commercial partner enforce access consumer datum google seemingly hamper technical performance rival operator mr berriman say start founder learn hard way impossible trust big platform like google facebook consistent transparent enforce rule write expect report like accc would help educate consumer think twice believe tell datum use say tech company street ahead regulator understand digital world work role investigation around world largely base around help catch big unlockd whole medium ecosystem consumer datum critical offence regulator government would like ask politician field expertise education critical mr berriman say one minister meet relate term electricity utility get platform utility wrap tech platform everyone rely regulate big tech company know play government regulator well year three step ahead,Australian Financial Review
Unlockd raising war chest for antitrust case against Google,Yolanda Redrup,2019-10-02T00:00:00Z,U.S. Federal; International,,News,403,unlockd founder matt berriman back hunt funding potential court case google us tech giant crush mobile advertising business block app store admob advertising network document prepare mr berriman lawyer mayerson amp hartheimer see australian financial review indicate entrepreneur hope pursue antitrust case big tech company lawyer intend call like former google australia head current domain chief executive jason pellegrino former apacgoogle head karim temsamani chief executive sundar pichai witness case receive funding proceed court mr berriman say amount funding require would depend long case run discussion massive global fund resource fund end even draw would surprised  launch next couple month say world change since early 2018 google unlawfully shut unlockd accc investigation us senate inquiry fine hand globally everywhere world  come around fact anti trust behaviour bad business wide community ultimately consumer future innovation google decline comment early year tech giant block unlockd let mobile phone user opt view advertisement screen unlock phone exchange reward loyalty point service legal case google australia uk unsuccessful unlockd force drop case go administration business raise 60 million external capital back like lachlan murdoch catch day founder hezi gabby leibovich malaysian telco axiata prior block unlockd achieve 200 million plus valuation another local start stackla also endeavour sue social medium giant facebook similarly squash business us congress also investigate tech company anti competitive behaviour send letter facebook mark zuckerberg mention stackla locally competition watchdog prepare launch five case google facebook,Australian Financial Review
"Unlocking Shooter's Phone Is Software's Equivalent Of Cancer, Apple Says",,2016-02-25T00:00:00Z,U.S. Federal; California,,News,860,david greene software equivalent cancer apple ceo tim cook describe code government want apple write fbi unlock iphone use one san bernardino terrorist  tim cook stake government compel apple write software believe would make hundred million customer vulnerable around world include also trample civil liberty basic foundation country make david greene apple ceo tim cook interview abc news world news tonight david muir last night standoff apple government continue escalate happen publicly discuss tension run high npr tech reporter aarti shahani big tech conference barcelona right line aarti good morning aarti shahani good morning david greene public opinion report divided case sound like tim cook give ground aarti shahani really breathtake watch response inside industry know mention right barcelona huge tech conference people super divided cook stance hero american businessman want subject regulation know remember back san francisco early month small cybersecurity gathering organize google people say think fbi go stop bang drum backdoor know fbi go apple david greene fbi aarti mean talk one phone right mean explain tim cook use dramatic language talk unlock one phone make apple customer vulnerable aarti shahani yeah let us take analogy float around say iphone safe bank david greene ok aarti shahani know police want get safe see drug something ask bank help crack combo lock know give unlimited time crack well analogy fall apart physical world crack combo specific safe specific bank safe digital software inside iphone code share every single safe every iphone figure crack code create master key yeah know say go use one time control really happen fall wrong hand david greene tim cook basically say create master key say want go able hide someone might get hand aarti shahani right exactly david greene sound like legitimate argument side say aarti shahani know right way encryption work factually correct say precedent know really true cook write letter customer day california court decision come say quote find precedent american company force expose customer great risk attack know well back 1990 company microsoft want use certain kind strong encryption regulator say want sell overseas think software strong basically weapon go ban export weapon microsoft basically weaken product could enter foreign market definitely impact privacy expose customer great risk david greene ok debate precedent one part get resolve deadline loom tomorrow apple respond court order aarti shahani right respond tomorrow know make legal case cook also suggest last night maybe another way address situation  tim cook happen america law compel us pass open people america get voice right place debate occur congress david greene ok basically want different branch government handle want decide congress fbi director james comey schedule testify next week mean sound like quite showdown aarti shahani yeah firework david greene right npr tech reporter aarti shahani report us barcelona attend big tech conference aarti thank aarti shahani thank,NPR Morning Edition
